runid                 	all	cml-with-partial-context	majority0.1	majority0.1	majority-with-partial-context0.1	majority-hit-jaccard	majority-hit-jaccard	majority-hit-jaccard-with-partial-context	majority-hit-weighted-with-partial-context	majority-hit	majority-hit	majority-hit-with-partial-context	ml-frequency	ml-frequency	ml-frequency-with-partial-context	ml-jaccard	ml-jaccard	ml-jaccard-with-partial-context	ml-ngram	ml-ngram
iprec_at_recall_0.50  	1568257892	0.0000	0.0000	0.4444	0.0000	0.0000	0.0000	0.2857	0.2857	0.0000	0.0000	0.0000	0.2105	0.5000	0.2105	0.2222	0.2222	0.2353	0.2105	0.4444
iprec_at_recall_0.60  	1568257892	0.0000	0.0000	0.2632	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333
iprec_at_recall_0.70  	1568257892	0.0000	0.0000	0.2632	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333
iprec_at_recall_0.80  	1568257892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333
iprec_at_recall_0.90  	1568257892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1568257892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1568257892	0.0000	0.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	1568257892	0.0000	0.0000	0.0000	0.0000	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131
ndcg_cut_03            	1568257892	0.0000	0.2658	0.0000	0.2658	0.5317	0.5317	0.5317	0.5317	0.5317	0.5317	0.5317	0.6646	0.5317	0.6646	0.6646	0.6646	0.6646	0.6646	0.5317
ndcg_cut_04            	1568257892	0.0000	0.3412	0.0000	0.3412	0.5798	0.5798	0.5798	0.5798	0.5798	0.4770	0.5798	0.6990	0.4770	0.6990	0.6990	0.6990	0.6990	0.6990	0.4770
ndcg_cut_05            	1568257892	0.0000	0.3969	0.0845	0.3969	0.6153	0.6153	0.6153	0.6153	0.6153	0.4367	0.6153	0.6400	0.4367	0.6400	0.6400	0.6400	0.6400	0.6400	0.4367
ndcg_cut_06            	1568257892	0.0000	0.3682	0.0784	0.3682	0.5709	0.5709	0.5709	0.5709	0.5709	0.4052	0.5709	0.5938	0.4774	0.5938	0.5938	0.5938	0.5938	0.5938	0.4774
ndcg_cut_07            	1568257892	0.0000	0.3450	0.1999	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5105	0.5562	0.5562	0.5562	0.5562	0.5562	0.5105
ndcg_cut_08            	1568257892	0.0000	0.3450	0.2598	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5105
ndcg_cut_09            	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5676
ndcg_cut_10           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5676
ndcg_cut_11           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5676
ndcg_cut_12           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5676
ndcg_cut_13           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5347	0.5347	0.5347	0.3796	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5676
ndcg_cut_14           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4282	0.5347	0.5562	0.5703	0.5562	0.5562	0.5562	0.5562	0.5562	0.5676
ndcg_cut_15           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4282	0.5347	0.5562	0.6178	0.5562	0.5562	0.5562	0.5562	0.5562	0.6150
ndcg_cut_16           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4746	0.5347	0.5562	0.6178	0.5562	0.5562	0.5562	0.5562	0.5562	0.6150
ndcg_cut_17           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4746	0.5347	0.5562	0.6178	0.5562	0.5562	0.5562	0.6017	0.5562	0.6150
ndcg_cut_18           	1568257892	0.0000	0.3450	0.3170	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4746	0.5347	0.5562	0.6625	0.5562	0.6009	0.6009	0.6017	0.5562	0.6597
ndcg_cut_19           	1568257892	0.0000	0.3450	0.4048	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4746	0.5347	0.6001	0.6625	0.6001	0.6009	0.6009	0.6017	0.6001	0.6597
ndcg_cut_20           	1568257892	0.0000	0.3450	0.4048	0.3450	0.5347	0.5347	0.5833	0.5833	0.5347	0.4746	0.5347	0.6001	0.6625	0.6001	0.6009	0.6009	0.6017	0.6001	0.6597
num_ret               	1634952948	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1634952948	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
num_rel_ret           	1634952948	0	7	1	9	6	6	8	8	6	1	7	3	0	3	3	3	3	3	0
map                   	1634952948	0.0000	0.2173	0.0034	0.1968	0.1431	0.1119	0.1611	0.1611	0.1632	0.0034	0.1347	0.1429	0.0000	0.1429	0.1429	0.1310	0.1429	0.1429	0.0000
iprec_at_recall_0.00  	1634952948	0.0000	1.0000	0.0714	0.6154	1.0000	1.0000	1.0000	1.0000	1.0000	0.0714	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
iprec_at_recall_0.10  	1634952948	0.0000	1.0000	0.0000	0.6154	0.5000	0.3333	0.4000	0.4000	0.5714	0.0000	0.3500	1.0000	0.0000	1.0000	1.0000	0.7500	1.0000	1.0000	0.0000
iprec_at_recall_0.20  	1634952948	0.0000	0.4286	0.0000	0.6154	0.5000	0.3333	0.4000	0.4000	0.5556	0.0000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.30  	1634952948	0.0000	0.3500	0.0000	0.6154	0.0000	0.0000	0.4000	0.4000	0.0000	0.0000	0.3500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	1634952948	0.0000	0.0000	0.0000	0.4500	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1634952948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1634952948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1634952948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1634952948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1634952948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1634952948	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1634952948	0.0000	1.0000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_02            	1634952948	0.0000	1.0000	0.0000	0.0000	0.6131	0.6131	0.6131	0.6131	0.6131	0.0000	0.6131	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_03            	1634952948	0.0000	1.0000	0.0000	0.1173	0.4693	0.4693	0.4693	0.4693	0.4693	0.0000	0.4693	1.0000	0.0000	1.0000	1.0000	0.7654	1.0000	1.0000	0.0000
ndcg_cut_04            	1634952948	0.0000	0.8319	0.0000	0.0976	0.3904	0.3904	0.3904	0.3904	0.3904	0.0000	0.3904	0.8319	0.0000	0.8319	0.8319	0.8048	0.8319	0.8319	0.0000
ndcg_cut_05            	1634952948	0.0000	0.7227	0.0000	0.0848	0.3392	0.3392	0.3392	0.3392	0.4704	0.0000	0.3392	0.7227	0.0000	0.7227	0.7227	0.6992	0.7227	0.7227	0.0000
ndcg_cut_06            	1634952948	0.0000	0.6448	0.0000	0.0757	0.3026	0.3026	0.3026	0.3026	0.5275	0.0000	0.3026	0.6448	0.0000	0.6448	0.6448	0.6238	0.6448	0.6448	0.0000
ndcg_cut_07            	1634952948	0.0000	0.5857	0.0000	0.1603	0.3665	0.2749	0.2749	0.2749	0.5249	0.0000	0.2749	0.5857	0.0000	0.5857	0.5857	0.5667	0.5857	0.5857	0.0000
ndcg_cut_08            	1634952948	0.0000	0.5390	0.0000	0.2273	0.4171	0.2529	0.3327	0.3327	0.4831	0.0000	0.2529	0.5390	0.0000	0.5390	0.5390	0.5215	0.5390	0.5390	0.0000
ndcg_cut_09            	1634952948	0.0000	0.5009	0.0000	0.2820	0.4229	0.2350	0.3799	0.3799	0.4843	0.0000	0.3058	0.5009	0.0000	0.5009	0.5009	0.4846	0.5009	0.5009	0.0000
ndcg_cut_10           	1634952948	0.0000	0.5326	0.0000	0.3277	0.4278	0.2201	0.3558	0.3558	0.4534	0.0000	0.3500	0.4690	0.0000	0.4690	0.4690	0.4537	0.4690	0.4690	0.0000
ndcg_cut_11           	1634952948	0.0000	0.5018	0.0000	0.3666	0.4031	0.2652	0.3641	0.3641	0.4272	0.0000	0.3297	0.4419	0.0000	0.4419	0.4419	0.4275	0.4419	0.4419	0.0000
ndcg_cut_12           	1634952948	0.0000	0.4881	0.0000	0.4111	0.3921	0.3125	0.3542	0.3542	0.4156	0.0000	0.3207	0.4298	0.0000	0.4298	0.4298	0.4158	0.4298	0.4298	0.0000
ndcg_cut_13           	1634952948	0.0000	0.5013	0.0000	0.4521	0.3820	0.3044	0.3451	0.3451	0.4048	0.0000	0.3383	0.4187	0.0000	0.4187	0.4187	0.4051	0.4187	0.4187	0.0000
ndcg_cut_14           	1634952948	0.0000	0.5136	0.0245	0.4410	0.3726	0.3215	0.3366	0.3366	0.3949	0.0491	0.3300	0.4085	0.0000	0.4085	0.4085	0.3952	0.4085	0.4085	0.0000
ndcg_cut_15           	1634952948	0.0000	0.5016	0.0240	0.4307	0.3873	0.3374	0.3521	0.3521	0.4091	0.0479	0.3456	0.3989	0.0000	0.3989	0.3989	0.3859	0.3989	0.3989	0.0000
ndcg_cut_16           	1634952948	0.0000	0.4903	0.0234	0.4211	0.3786	0.3298	0.3442	0.3442	0.3999	0.0468	0.3379	0.3900	0.0000	0.3900	0.3900	0.3773	0.3900	0.3900	0.0000
ndcg_cut_17           	1634952948	0.0000	0.4798	0.0229	0.4120	0.3705	0.3227	0.3368	0.3368	0.3913	0.0458	0.3307	0.3816	0.0000	0.3816	0.3816	0.3692	0.3816	0.3816	0.0000
ndcg_cut_18           	1634952948	0.0000	0.4699	0.0224	0.4035	0.3628	0.3161	0.3505	0.3505	0.3833	0.0449	0.3238	0.3737	0.0000	0.3737	0.3737	0.3616	0.3737	0.3737	0.0000
ndcg_cut_19           	1634952948	0.0000	0.4606	0.0220	0.3955	0.3556	0.3098	0.3833	0.3833	0.3756	0.0440	0.3373	0.3663	0.0000	0.3663	0.3663	0.3544	0.3663	0.3663	0.0000
ndcg_cut_20           	1634952948	0.0000	0.4709	0.0216	0.4263	0.3488	0.3230	0.4144	0.4144	0.3684	0.0432	0.3692	0.3593	0.0000	0.3593	0.3593	0.3476	0.3593	0.3593	0.0000
num_ret               	1659846037	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1659846037	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
num_rel_ret           	1659846037	0	3	0	3	4	4	4	4	3	2	3	2	2	2	3	1	2	2	2
map                   	1659846037	0.0000	0.3450	0.0000	0.3450	0.6389	0.6389	0.5660	0.5660	0.4702	0.1964	0.4702	0.3333	0.2083	0.3333	0.4083	0.2500	0.3125	0.3333	0.2083
iprec_at_recall_0.00  	1659846037	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
iprec_at_recall_0.10  	1659846037	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
iprec_at_recall_0.20  	1659846037	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
iprec_at_recall_0.30  	1659846037	0.0000	0.2222	0.0000	0.2222	1.0000	1.0000	0.6667	0.6667	0.6667	0.2857	0.6667	0.3333	0.3333	0.3333	0.3333	0.0000	0.2500	0.3333	0.3333
iprec_at_recall_0.40  	1659846037	0.0000	0.2222	0.0000	0.2222	1.0000	1.0000	0.6667	0.6667	0.6667	0.2857	0.6667	0.3333	0.3333	0.3333	0.3333	0.0000	0.2500	0.3333	0.3333
iprec_at_recall_0.50  	1659846037	0.0000	0.2222	0.0000	0.2222	1.0000	1.0000	0.6667	0.6667	0.6667	0.2857	0.6667	0.3333	0.3333	0.3333	0.3333	0.0000	0.2500	0.3333	0.3333
iprec_at_recall_0.60  	1659846037	0.0000	0.1579	0.0000	0.1579	0.3333	0.3333	0.3750	0.3750	0.2143	0.0000	0.2143	0.0000	0.0000	0.0000	0.3000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1659846037	0.0000	0.1579	0.0000	0.1579	0.3333	0.3333	0.3750	0.3750	0.2143	0.0000	0.2143	0.0000	0.0000	0.0000	0.3000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1659846037	0.0000	0.0000	0.0000	0.0000	0.2222	0.2222	0.2222	0.2222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1659846037	0.0000	0.0000	0.0000	0.0000	0.2222	0.2222	0.2222	0.2222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1659846037	0.0000	0.0000	0.0000	0.0000	0.2222	0.2222	0.2222	0.2222	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1659846037	0.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
ndcg_cut_02            	1659846037	0.0000	0.6131	0.0000	0.6131	0.8066	0.8066	0.6131	0.6131	0.6131	0.1934	0.6131	0.6131	0.1934	0.6131	0.6131	0.6131	0.6131	0.6131	0.1934
ndcg_cut_03            	1659846037	0.0000	0.5317	0.0000	0.5317	0.6994	0.6994	0.6646	0.6646	0.6646	0.1677	0.6646	0.5317	0.1677	0.5317	0.5317	0.5317	0.5317	0.5317	0.1677
ndcg_cut_04            	1659846037	0.0000	0.4770	0.0000	0.4770	0.6275	0.6275	0.5963	0.5963	0.5963	0.1505	0.5963	0.4770	0.1505	0.4770	0.4770	0.4770	0.4770	0.4770	0.1505
ndcg_cut_05            	1659846037	0.0000	0.4770	0.0000	0.4770	0.6275	0.6275	0.5963	0.5963	0.5963	0.1505	0.5963	0.4770	0.1505	0.4770	0.4770	0.4770	0.4770	0.4770	0.1505
ndcg_cut_06            	1659846037	0.0000	0.4770	0.0000	0.4770	0.6275	0.6275	0.5963	0.5963	0.5963	0.1505	0.5963	0.6470	0.3204	0.6470	0.5620	0.4770	0.4770	0.6470	0.3204
ndcg_cut_07            	1659846037	0.0000	0.4770	0.0000	0.4770	0.6275	0.6275	0.5963	0.5963	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.5620	0.4770	0.4770	0.6470	0.3204
ndcg_cut_08            	1659846037	0.0000	0.4770	0.0000	0.4770	0.6275	0.6275	0.7468	0.7468	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.5620	0.4770	0.6275	0.6470	0.3204
ndcg_cut_09            	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.5620	0.4770	0.6275	0.6470	0.3204
ndcg_cut_10           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_11           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_12           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_13           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.5963	0.3095	0.5963	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_14           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_15           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_16           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_17           	1659846037	0.0000	0.6206	0.0000	0.6206	0.6993	0.6993	0.7468	0.7468	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_18           	1659846037	0.0000	0.6206	0.0000	0.6206	0.8116	0.8116	0.8029	0.8029	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_19           	1659846037	0.0000	0.6758	0.0000	0.6758	0.8116	0.8116	0.8029	0.8029	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
ndcg_cut_20           	1659846037	0.0000	0.6758	0.0000	0.6758	0.8116	0.8116	0.8029	0.8029	0.7184	0.3095	0.7184	0.6470	0.3204	0.6470	0.6999	0.4770	0.6275	0.6470	0.3204
num_ret               	1668711967	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1668711967	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
num_rel_ret           	1668711967	0	8	2	8	4	4	3	3	4	2	4	8	2	8	8	8	8	8	2
map                   	1668711967	0.0000	0.3881	0.0252	0.3881	0.1050	0.1050	0.0991	0.0991	0.1059	0.0750	0.1059	0.3649	0.0703	0.3649	0.3432	0.3432	0.3580	0.3726	0.0703
iprec_at_recall_0.00  	1668711967	0.0000	1.0000	0.2500	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
iprec_at_recall_0.10  	1668711967	0.0000	0.8571	0.1538	0.8571	0.2500	0.2500	0.3000	0.3000	0.2727	0.2000	0.2727	1.0000	0.1250	1.0000	0.7500	0.7500	1.0000	1.0000	0.1250
iprec_at_recall_0.20  	1668711967	0.0000	0.8571	0.0000	0.8571	0.2000	0.2000	0.0000	0.0000	0.2000	0.0000	0.2000	0.7500	0.0000	0.7500	0.6667	0.6667	0.6364	0.7500	0.0000
iprec_at_recall_0.30  	1668711967	0.0000	0.8571	0.0000	0.8571	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7500	0.0000	0.7500	0.6364	0.6364	0.6364	0.7500	0.0000
iprec_at_recall_0.40  	1668711967	0.0000	0.6667	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6364	0.0000	0.6364	0.6364	0.6364	0.6364	0.6364	0.0000
iprec_at_recall_0.50  	1668711967	0.0000	0.6667	0.0000	0.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4706	0.0000	0.4706	0.6154	0.6154	0.6154	0.4444	0.0000
iprec_at_recall_0.60  	1668711967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1668711967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1668711967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1668711967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1668711967	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1668711967	0.0000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	1668711967	0.0000	0.3801	0.0000	0.3801	0.3801	0.3801	0.3801	0.3801	0.3801	0.3801	0.3801	0.6199	0.3801	0.6199	0.3801	0.3801	0.6199	0.6199	0.3801
ndcg_cut_03            	1668711967	0.0000	0.4791	0.0000	0.4791	0.3194	0.3194	0.3194	0.3194	0.3194	0.3194	0.3194	0.5209	0.3194	0.5209	0.4791	0.4791	0.5209	0.5209	0.3194
ndcg_cut_04            	1668711967	0.0000	0.5421	0.1209	0.5421	0.2808	0.2808	0.2808	0.2808	0.2808	0.2808	0.2808	0.4579	0.2808	0.4579	0.5421	0.5421	0.5788	0.5788	0.2808
ndcg_cut_05            	1668711967	0.0000	0.5869	0.1091	0.5869	0.2533	0.2533	0.2533	0.2533	0.2533	0.2533	0.2533	0.5110	0.2533	0.5110	0.4890	0.4890	0.5221	0.5221	0.2533
ndcg_cut_06            	1668711967	0.0000	0.6211	0.1000	0.6211	0.2323	0.2323	0.2323	0.2323	0.2323	0.2323	0.2323	0.5515	0.2323	0.5515	0.5313	0.5313	0.4789	0.5617	0.2323
ndcg_cut_07            	1668711967	0.0000	0.6484	0.0929	0.6484	0.2156	0.2156	0.2875	0.2875	0.2156	0.2156	0.2156	0.5837	0.2156	0.5837	0.4931	0.4931	0.5164	0.5932	0.2156
ndcg_cut_08            	1668711967	0.0000	0.6071	0.0869	0.6071	0.2656	0.2656	0.2692	0.2692	0.2019	0.2019	0.2019	0.6102	0.2019	0.6102	0.4617	0.4617	0.4835	0.6191	0.2019
ndcg_cut_09            	1668711967	0.0000	0.5723	0.0820	0.5723	0.2504	0.2504	0.2538	0.2538	0.2476	0.1903	0.2476	0.5753	0.1903	0.5753	0.4925	0.4925	0.5131	0.5836	0.1903
ndcg_cut_10           	1668711967	0.0000	0.5424	0.0777	0.5424	0.2373	0.2373	0.2927	0.2927	0.2347	0.2325	0.2347	0.5453	0.1804	0.5453	0.5190	0.5190	0.5385	0.5532	0.1804
ndcg_cut_11           	1668711967	0.0000	0.5644	0.0740	0.5644	0.2259	0.2259	0.2786	0.2786	0.2714	0.2214	0.2714	0.5671	0.1717	0.5671	0.5420	0.5420	0.5606	0.5746	0.1717
ndcg_cut_12           	1668711967	0.0000	0.5837	0.0707	0.5837	0.2159	0.2159	0.2663	0.2663	0.2593	0.2116	0.2593	0.5419	0.1641	0.5419	0.5180	0.5180	0.5357	0.5491	0.1641
ndcg_cut_13           	1668711967	0.0000	0.5596	0.1091	0.5596	0.2483	0.2483	0.2553	0.2553	0.2486	0.2028	0.2486	0.5195	0.1573	0.5195	0.5379	0.5379	0.5549	0.5264	0.1573
ndcg_cut_14           	1668711967	0.0000	0.5379	0.1049	0.5379	0.2387	0.2387	0.2454	0.2454	0.2390	0.1950	0.2390	0.4994	0.1513	0.4994	0.5171	0.5171	0.5334	0.5060	0.1513
ndcg_cut_15           	1668711967	0.0000	0.5183	0.1010	0.5183	0.2300	0.2300	0.2365	0.2365	0.2303	0.1879	0.2303	0.4812	0.1457	0.4812	0.4982	0.4982	0.5140	0.4876	0.1457
ndcg_cut_16           	1668711967	0.0000	0.5005	0.0976	0.5005	0.2221	0.2221	0.2283	0.2283	0.2223	0.1814	0.2223	0.4646	0.1752	0.4646	0.4811	0.4811	0.4963	0.4708	0.1752
ndcg_cut_17           	1668711967	0.0000	0.5005	0.0976	0.5005	0.2221	0.2221	0.2283	0.2283	0.2223	0.1814	0.2223	0.4984	0.1752	0.4984	0.4811	0.4811	0.4963	0.4708	0.1752
