runid                 	all	mh-contextualized-complete	mh-contextualized-no	mh-contextualized-partial	mh-simple-complete	mh-simple-no	mh-simple-partial	mhsw-contextualized-partial	mhw-contextualized-complete	mhw-contextualized-no	mhw-contextualized-partial	mhwcv-contextualized-complete	mhwcv-contextualized-no	mhwcv-contextualized-partial	mhwcv-simple-complete	mhwcv-simple-no	mhwcv-simple-partial	mhw-simple-complete	mhw-simple-no	mhw-simple-partial	mhwv-contextualized-complete	mhwv-contextualized-no	mhwv-contextualized-partial	mhwv-simple-complete	mhwv-simple-no	mhwv-simple-partial	ml-contextualized-complete	ml-contextualized-no	ml-contextualized-partial	ml-simple-complete	ml-simple-no	ml-simple-partial
iprec_at_recall_1.00  	1802054300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1802054300	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	1802054300	0.5000	0.5000	0.5000	0.5000	0.3066	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.3066	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.3066	0.5000
ndcg_cut_03            	1802054300	0.5000	0.5000	0.5000	0.5000	0.2346	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.3520	0.3827	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.1173	0.3827	0.5000	0.5000	0.5000	0.5000	0.3520	0.3827
ndcg_cut_04            	1802054300	0.5000	0.4159	0.4159	0.5000	0.1952	0.4159	0.4159	0.5000	0.4159	0.4159	0.5841	0.4159	0.4159	0.5841	0.2928	0.4024	0.5000	0.5000	0.4159	0.5841	0.4159	0.4159	0.5841	0.0976	0.4024	0.5000	0.4159	0.4159	0.5000	0.3768	0.3183
ndcg_cut_05            	1802054300	0.4649	0.3867	0.3867	0.6053	0.1815	0.3867	0.4569	0.4649	0.3867	0.3867	0.6133	0.3867	0.3867	0.6133	0.3424	0.3742	0.6053	0.4649	0.3867	0.6133	0.3867	0.3867	0.6133	0.0907	0.3742	0.4649	0.3867	0.3867	0.4649	0.3504	0.3662
ndcg_cut_06            	1802054300	0.5581	0.4240	0.4240	0.5686	0.2312	0.3633	0.4292	0.5581	0.4240	0.4240	0.6367	0.4847	0.4847	0.6367	0.3216	0.4729	0.5686	0.4367	0.4240	0.6367	0.4847	0.4847	0.6367	0.1460	0.3514	0.4367	0.4240	0.4240	0.5581	0.3291	0.3440
ndcg_cut_07            	1802054300	0.5281	0.4012	0.4012	0.5380	0.2725	0.3437	0.5137	0.5281	0.4012	0.4012	0.6025	0.5124	0.5124	0.6025	0.3044	0.5012	0.5380	0.4132	0.5087	0.6563	0.5124	0.5124	0.6563	0.1381	0.3325	0.4132	0.4012	0.4012	0.5281	0.3114	0.3255
ndcg_cut_08            	1802054300	0.5025	0.3818	0.3818	0.5119	0.2593	0.3271	0.4888	0.5025	0.4786	0.4786	0.5733	0.5360	0.5360	0.5733	0.2896	0.4769	0.5119	0.3932	0.4841	0.6245	0.4876	0.4876	0.6245	0.1798	0.3164	0.3932	0.3818	0.3818	0.5025	0.2963	0.3097
ndcg_cut_09            	1802054300	0.4803	0.4532	0.4532	0.4893	0.2479	0.3126	0.4672	0.4803	0.4575	0.4575	0.5480	0.5123	0.5123	0.5480	0.3210	0.5000	0.4893	0.3758	0.4627	0.5969	0.4661	0.4661	0.5969	0.1719	0.3908	0.3758	0.4091	0.3649	0.4803	0.2833	0.3402
ndcg_cut_10           	1802054300	0.4608	0.4348	0.4348	0.4694	0.2378	0.3406	0.4482	0.4608	0.4388	0.4388	0.5257	0.4915	0.4915	0.5257	0.3079	0.4797	0.5101	0.3605	0.4439	0.6133	0.4471	0.4471	0.6133	0.1649	0.4156	0.4419	0.4738	0.3500	0.4608	0.3124	0.3264
ndcg_cut_11           	1802054300	0.4434	0.4184	0.4184	0.4517	0.2666	0.3655	0.4313	0.4434	0.4223	0.4223	0.5059	0.4729	0.4729	0.5059	0.2963	0.4616	0.4908	0.3847	0.4271	0.5902	0.4680	0.4680	0.5902	0.1965	0.3999	0.4252	0.4559	0.3368	0.4434	0.3762	0.3518
ndcg_cut_12           	1802054300	0.4277	0.4036	0.4036	0.4357	0.2925	0.4232	0.4160	0.4277	0.4074	0.4074	0.4880	0.4562	0.4562	0.4880	0.2858	0.4453	0.4735	0.3711	0.4120	0.5693	0.4515	0.4515	0.5693	0.1895	0.4211	0.4102	0.4398	0.3249	0.4277	0.3982	0.3394
ndcg_cut_13           	1802054300	0.4135	0.3902	0.3902	0.4213	0.3491	0.4092	0.4022	0.4467	0.3938	0.3938	0.4718	0.4411	0.4411	0.4718	0.2764	0.4305	0.4578	0.3588	0.4315	0.5504	0.4365	0.4365	0.5504	0.1832	0.4403	0.3966	0.4252	0.3142	0.4135	0.3850	0.3281
ndcg_cut_14           	1802054300	0.4006	0.3780	0.3780	0.4081	0.3382	0.3964	0.3896	0.4327	0.3815	0.3815	0.4570	0.4273	0.4273	0.4570	0.2990	0.4170	0.4435	0.3789	0.4180	0.5332	0.4541	0.4541	0.5332	0.1775	0.4265	0.3842	0.4119	0.3669	0.4006	0.4042	0.3178
ndcg_cut_15           	1802054300	0.3887	0.3668	0.3668	0.4257	0.3282	0.3846	0.4077	0.4199	0.3702	0.3702	0.4435	0.4146	0.4146	0.4732	0.3495	0.4343	0.4303	0.4270	0.4056	0.5174	0.4703	0.4703	0.5174	0.1722	0.4138	0.3728	0.3997	0.3561	0.3887	0.3922	0.3678
ndcg_cut_16           	1802054300	0.4060	0.3564	0.3564	0.4136	0.3471	0.3737	0.3962	0.4080	0.3880	0.3880	0.4592	0.4029	0.4029	0.4598	0.3396	0.4221	0.4182	0.4149	0.3942	0.5028	0.5135	0.5135	0.5028	0.2238	0.4021	0.3622	0.3884	0.3460	0.3777	0.3812	0.3574
ndcg_cut_17           	1802054300	0.3950	0.3468	0.3468	0.4025	0.3378	0.3637	0.3856	0.3970	0.3775	0.3775	0.4468	0.3920	0.3920	0.4474	0.3843	0.4107	0.4069	0.4038	0.3836	0.4892	0.4997	0.4997	0.4892	0.2178	0.3913	0.3525	0.3779	0.3367	0.3676	0.3709	0.3478
ndcg_cut_18           	1802054300	0.3849	0.3379	0.3379	0.4179	0.3291	0.3543	0.3756	0.3868	0.3678	0.3678	0.4353	0.4077	0.4077	0.4359	0.4002	0.4001	0.3964	0.3934	0.3737	0.4766	0.4868	0.4868	0.4766	0.2379	0.4327	0.3434	0.3682	0.3280	0.3581	0.3614	0.3388
ndcg_cut_19           	1802054300	0.4000	0.3295	0.3295	0.4076	0.3210	0.3456	0.3664	0.3773	0.3587	0.3587	0.4246	0.3976	0.3976	0.4251	0.3903	0.3903	0.3866	0.3837	0.3645	0.4649	0.4748	0.4748	0.4649	0.2567	0.4467	0.3349	0.3591	0.3199	0.3493	0.3524	0.3305
ndcg_cut_20           	1802054300	0.3906	0.3217	0.3217	0.3979	0.3133	0.3611	0.3577	0.3683	0.3502	0.3502	0.4145	0.3882	0.3882	0.4151	0.3811	0.3810	0.3775	0.3983	0.3558	0.4538	0.4635	0.4635	0.4538	0.2506	0.4361	0.3507	0.3506	0.3361	0.3647	0.3441	0.3226
num_ret               	1973672910	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	1973672910	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
num_rel_ret           	1973672910	9	9	9	8	3	8	10	10	10	10	6	6	6	8	2	8	9	5	9	6	6	6	7	2	7	6	4	6	5	7	5
map                   	1973672910	0.2466	0.2466	0.2466	0.2192	0.0552	0.2192	0.3000	0.3429	0.3429	0.3429	0.1196	0.1196	0.1196	0.2032	0.0133	0.2032	0.3086	0.0776	0.3086	0.1888	0.1888	0.1888	0.2292	0.0120	0.2292	0.1427	0.1038	0.1427	0.1111	0.0909	0.1111
iprec_at_recall_0.00  	1973672910	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.2000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.1667	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
iprec_at_recall_0.10  	1973672910	0.8000	0.8000	0.8000	0.7500	0.2143	0.7500	1.0000	1.0000	1.0000	1.0000	0.4444	0.4444	0.4444	0.7500	0.0000	0.7500	1.0000	0.2941	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.3889	0.5000
iprec_at_recall_0.20  	1973672910	0.7143	0.7143	0.7143	0.6667	0.0000	0.6667	0.7500	0.8889	0.8889	0.8889	0.4167	0.4167	0.4167	0.6250	0.0000	0.6250	1.0000	0.2941	1.0000	0.6250	0.6250	0.6250	0.6667	0.0000	0.6667	0.5000	0.0000	0.5000	0.2778	0.3889	0.2778
iprec_at_recall_0.30  	1973672910	0.5294	0.5294	0.5294	0.4000	0.0000	0.4000	0.6429	0.8889	0.8889	0.8889	0.0000	0.0000	0.0000	0.5000	0.0000	0.5000	0.5333	0.0000	0.5333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5263	0.5556	0.5556	0.5556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	1973672910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	1973672910	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	1.0000	0.5000	1.0000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000
ndcg_cut_02            	1973672910	0.3066	0.3066	0.3066	0.5000	0.3066	0.5000	1.0000	1.0000	1.0000	1.0000	0.3066	0.3066	0.3066	0.3066	0.0000	0.3066	0.8066	0.3066	0.8066	0.5000	0.5000	0.5000	0.5000	0.0000	0.5000	0.3066	0.3066	0.3066	0.3066	0.1934	0.3066
ndcg_cut_03            	1973672910	0.3987	0.3987	0.3987	0.4335	0.2658	0.4335	1.0000	1.0000	1.0000	1.0000	0.2658	0.2658	0.2658	0.3987	0.0000	0.3987	0.8323	0.2658	0.8323	0.5665	0.5665	0.5665	0.5665	0.0000	0.5665	0.5317	0.5317	0.5317	0.5317	0.1677	0.5317
ndcg_cut_04            	1973672910	0.5632	0.5632	0.5632	0.4917	0.2385	0.4917	0.8973	1.0000	1.0000	1.0000	0.2385	0.2385	0.2385	0.4605	0.0000	0.4605	0.8495	0.2385	0.8495	0.5083	0.5083	0.5083	0.6110	0.0000	0.6110	0.4770	0.4770	0.4770	0.4770	0.1505	0.4770
ndcg_cut_05            	1973672910	0.6001	0.6001	0.6001	0.4502	0.2184	0.4502	0.8215	0.9155	0.9155	0.9155	0.3873	0.3873	0.3873	0.4216	0.0845	0.4216	0.8622	0.2184	0.8622	0.4653	0.4653	0.4653	0.5594	0.0000	0.5594	0.4367	0.4367	0.4367	0.4367	0.1378	0.4367
ndcg_cut_06            	1973672910	0.5568	0.5568	0.5568	0.4177	0.2026	0.4177	0.8344	0.9216	0.9216	0.9216	0.3594	0.3594	0.3594	0.3912	0.0784	0.3912	0.8000	0.2026	0.8000	0.5039	0.5039	0.5039	0.5190	0.0722	0.5190	0.5496	0.4052	0.5496	0.4774	0.1278	0.4774
ndcg_cut_07            	1973672910	0.5849	0.5849	0.5849	0.4545	0.1898	0.4545	0.8448	0.9266	0.9266	0.9266	0.3366	0.3366	0.3366	0.4297	0.0734	0.4297	0.8759	0.1898	0.8759	0.4720	0.4720	0.4720	0.4862	0.0676	0.4862	0.5148	0.4428	0.5148	0.4472	0.1197	0.4472
ndcg_cut_08            	1973672910	0.5518	0.5518	0.5518	0.5418	0.1791	0.5418	0.8536	0.9307	0.9307	0.9307	0.3741	0.3741	0.3741	0.5184	0.0693	0.5184	0.8829	0.1791	0.8829	0.5584	0.5584	0.5584	0.5717	0.0638	0.5717	0.5422	0.5308	0.5422	0.4219	0.1130	0.4219
ndcg_cut_09            	1973672910	0.6259	0.6259	0.6259	0.5653	0.1699	0.5653	0.8099	0.9343	0.9343	0.9343	0.4061	0.4061	0.4061	0.4919	0.0657	0.4919	0.8378	0.1699	0.8378	0.5298	0.5298	0.5298	0.5936	0.0605	0.5936	0.5145	0.5037	0.5145	0.4003	0.1072	0.4003
ndcg_cut_10           	1973672910	0.5966	0.5966	0.5966	0.5388	0.1620	0.5388	0.7720	0.8905	0.8905	0.8905	0.3871	0.3871	0.3871	0.4689	0.0627	0.4689	0.7985	0.1620	0.7985	0.5050	0.5050	0.5050	0.5658	0.0577	0.5658	0.5372	0.4801	0.5372	0.3816	0.1022	0.3816
ndcg_cut_11           	1973672910	0.5708	0.5708	0.5708	0.5155	0.1550	0.5155	0.7387	0.8520	0.8520	0.8520	0.3704	0.3704	0.3704	0.4486	0.0599	0.4486	0.7640	0.1982	0.7640	0.4832	0.4832	0.4832	0.5414	0.0552	0.5414	0.5140	0.4593	0.5140	0.3651	0.1410	0.3651
ndcg_cut_12           	1973672910	0.5479	0.5479	0.5479	0.4948	0.1889	0.4948	0.7492	0.8178	0.8178	0.8178	0.3957	0.3957	0.3957	0.4708	0.0575	0.4708	0.7333	0.1902	0.7333	0.4637	0.4637	0.4637	0.5196	0.0530	0.5196	0.4933	0.4409	0.4933	0.3906	0.1353	0.3906
ndcg_cut_13           	1973672910	0.5649	0.5649	0.5649	0.4762	0.1818	0.4762	0.7586	0.7870	0.7870	0.7870	0.3808	0.3808	0.3808	0.4531	0.0554	0.4531	0.7057	0.1831	0.7057	0.4463	0.4463	0.4463	0.5001	0.0510	0.5001	0.4748	0.4243	0.4748	0.3759	0.1678	0.3759
ndcg_cut_14           	1973672910	0.5449	0.5449	0.5449	0.4594	0.2107	0.4594	0.7671	0.7592	0.7592	0.7592	0.3673	0.3673	0.3673	0.4370	0.0534	0.4370	0.6808	0.2119	0.6808	0.4659	0.4659	0.4659	0.4824	0.0492	0.4824	0.4580	0.4093	0.4580	0.3627	0.1972	0.3627
ndcg_cut_15           	1973672910	0.5267	0.5267	0.5267	0.5108	0.2037	0.5108	0.7415	0.7339	0.7339	0.7339	0.3551	0.3551	0.3551	0.4558	0.0850	0.4558	0.6915	0.2049	0.6915	0.4503	0.4503	0.4503	0.4663	0.0809	0.4663	0.4761	0.3956	0.4761	0.3506	0.2240	0.3506
ndcg_cut_16           	1973672910	0.5417	0.5417	0.5417	0.4946	0.1973	0.4946	0.7181	0.7423	0.7423	0.7423	0.3439	0.3439	0.3439	0.4730	0.0823	0.4730	0.6696	0.2300	0.6696	0.4361	0.4361	0.4361	0.4832	0.0784	0.4832	0.4610	0.3831	0.4610	0.3395	0.2169	0.3395
ndcg_cut_17           	1973672910	0.5555	0.5555	0.5555	0.4798	0.1913	0.4798	0.6965	0.7200	0.7200	0.7200	0.3636	0.3636	0.3636	0.4588	0.0798	0.4588	0.6495	0.2532	0.6495	0.4230	0.4230	0.4230	0.4686	0.0760	0.4686	0.4472	0.3716	0.4472	0.3293	0.2405	0.3293
ndcg_cut_18           	1973672910	0.5395	0.5395	0.5395	0.4660	0.1858	0.4660	0.6765	0.7280	0.7280	0.7280	0.3532	0.3532	0.3532	0.4457	0.0776	0.4457	0.6308	0.2459	0.6308	0.4109	0.4109	0.4109	0.4552	0.0738	0.4552	0.4343	0.3610	0.4343	0.3485	0.2623	0.3485
ndcg_cut_19           	1973672910	0.5247	0.5247	0.5247	0.4532	0.1808	0.4532	0.6854	0.7081	0.7081	0.7081	0.3435	0.3435	0.3435	0.4334	0.0754	0.4334	0.6136	0.2392	0.6136	0.3996	0.3996	0.3996	0.4427	0.0718	0.4427	0.4224	0.3511	0.4224	0.3389	0.2551	0.3389
ndcg_cut_20           	1973672910	0.5110	0.5110	0.5110	0.4676	0.1760	0.4676	0.6674	0.6895	0.6895	0.6895	0.3345	0.3345	0.3345	0.4221	0.0734	0.4221	0.6237	0.2329	0.6237	0.3891	0.3891	0.3891	0.4311	0.0699	0.4311	0.4114	0.3419	0.4114	0.3300	0.2484	0.3300
num_ret               	2043956000	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
num_rel               	2043956000	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27
num_rel_ret           	2043956000	6	7	7	6	1	8	9	6	9	9	7	9	9	7	3	9	6	1	8	6	8	8	6	0	9	7	7	8	6	1	7
map                   	2043956000	0.1306	0.1229	0.1180	0.1306	0.0021	0.1182	0.1876	0.1448	0.1835	0.1809	0.1837	0.2076	0.2076	0.1823	0.0194	0.2096	0.1448	0.0370	0.1566	0.1617	0.1648	0.1648	0.1638	0.0000	0.1740	0.1463	0.1183	0.1553	0.1340	0.0053	0.1329
iprec_at_recall_0.00  	2043956000	1.0000	1.0000	1.0000	1.0000	0.0556	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.8000	0.8000	1.0000	0.2143	0.8000	1.0000	1.0000	1.0000	1.0000	0.7500	0.7500	1.0000	0.0000	0.7500	1.0000	1.0000	1.0000	1.0000	0.1429	1.0000
iprec_at_recall_0.10  	2043956000	0.6250	0.5000	0.4545	0.6250	0.0000	0.4000	0.6250	0.7143	0.6250	0.5714	0.7500	0.8000	0.8000	0.7500	0.2143	0.8000	0.7143	0.0000	0.5000	0.7500	0.7500	0.7500	0.7500	0.0000	0.7500	0.6000	0.4286	0.6000	0.6000	0.0000	0.5556
iprec_at_recall_0.20  	2043956000	0.4286	0.3500	0.3500	0.4286	0.0000	0.4000	0.5000	0.4286	0.4706	0.4706	0.6000	0.5833	0.5833	0.6000	0.0000	0.6429	0.4286	0.0000	0.5000	0.5455	0.5000	0.5000	0.5455	0.0000	0.5000	0.4615	0.4000	0.4375	0.4615	0.0000	0.3529
iprec_at_recall_0.30  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4737	0.0000	0.4500	0.4500	0.0000	0.5625	0.5625	0.0000	0.0000	0.6429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.40  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.50  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.60  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.70  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.80  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_0.90  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
iprec_at_recall_1.00  	2043956000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ndcg_cut_01            	2043956000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	1.0000	1.0000	1.0000	0.5000	0.0000	0.0000	0.5000	0.0000	0.0000	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2043956000	0.6131	0.6131	0.6131	0.6131	0.0000	0.6131	0.6131	0.6131	0.6131	0.6131	0.5000	0.3869	0.3869	0.5000	0.0000	0.3869	0.6131	0.6131	0.6131	0.5000	0.3869	0.3869	0.5000	0.0000	0.3869	0.6131	0.6131	0.6131	0.6131	0.0000	0.6131
ndcg_cut_03            	2043956000	0.4693	0.4693	0.4693	0.4693	0.0000	0.4693	0.4693	0.4693	0.4693	0.4693	0.3827	0.4134	0.4134	0.3827	0.0000	0.4134	0.4693	0.4693	0.4693	0.3827	0.4134	0.4134	0.3827	0.0000	0.4134	0.4693	0.4693	0.4693	0.4693	0.0000	0.4693
ndcg_cut_04            	2043956000	0.3904	0.3904	0.3904	0.3904	0.0000	0.3904	0.4744	0.4744	0.4744	0.4744	0.4865	0.4280	0.4280	0.4865	0.0000	0.4280	0.4744	0.3904	0.3904	0.4865	0.4280	0.4280	0.4865	0.0000	0.4280	0.5585	0.3904	0.5585	0.5585	0.0000	0.3904
ndcg_cut_05            	2043956000	0.4048	0.3392	0.3392	0.4048	0.0000	0.3392	0.4122	0.5434	0.4122	0.4122	0.4226	0.4374	0.4374	0.4226	0.0000	0.4374	0.4778	0.3392	0.4048	0.4226	0.3718	0.3718	0.4226	0.0000	0.3718	0.6164	0.3392	0.6164	0.6164	0.0000	0.4704
ndcg_cut_06            	2043956000	0.4689	0.3565	0.3565	0.4150	0.0000	0.3026	0.4756	0.5387	0.4756	0.4756	0.4310	0.3903	0.3903	0.4310	0.0000	0.3903	0.5341	0.3026	0.4689	0.3771	0.3317	0.3317	0.3771	0.0000	0.3317	0.5500	0.4104	0.5500	0.5500	0.0000	0.4197
ndcg_cut_07            	2043956000	0.5176	0.3238	0.3238	0.4686	0.0000	0.2749	0.5236	0.5810	0.5236	0.5236	0.3915	0.3545	0.3545	0.3915	0.0916	0.3545	0.5768	0.2749	0.4260	0.3883	0.3472	0.3472	0.3883	0.0000	0.3013	0.4996	0.4644	0.4996	0.4996	0.0916	0.4728
ndcg_cut_08            	2043956000	0.5162	0.3778	0.2980	0.5110	0.0000	0.2529	0.5217	0.5346	0.5217	0.4818	0.3603	0.3661	0.3661	0.3603	0.0843	0.3262	0.5308	0.2529	0.3920	0.3574	0.3195	0.3195	0.3574	0.0000	0.3172	0.4996	0.4274	0.4597	0.4996	0.0843	0.5149
ndcg_cut_09            	2043956000	0.4797	0.4218	0.3477	0.4749	0.0000	0.2350	0.4848	0.4968	0.4848	0.4831	0.4055	0.3402	0.3402	0.4055	0.0783	0.3385	0.4932	0.2350	0.4350	0.3321	0.3322	0.3322	0.4028	0.0000	0.2947	0.4643	0.3971	0.4272	0.4997	0.0783	0.5492
ndcg_cut_10           	2043956000	0.4491	0.4268	0.3892	0.4447	0.0000	0.2519	0.4540	0.4652	0.4540	0.4524	0.4433	0.3186	0.3186	0.4433	0.0734	0.3170	0.4618	0.2201	0.4073	0.3746	0.3111	0.3111	0.3772	0.0000	0.2760	0.4665	0.3719	0.4636	0.4679	0.0734	0.5143
ndcg_cut_11           	2043956000	0.4232	0.4021	0.3956	0.4189	0.0000	0.2373	0.4277	0.4383	0.4277	0.4262	0.4177	0.3580	0.3580	0.4177	0.0691	0.3565	0.4351	0.2074	0.4127	0.4107	0.2931	0.2931	0.4132	0.0000	0.2600	0.4396	0.3503	0.4947	0.4408	0.0691	0.4845
