runid                 	all	drc-contextualized-partial	majority-hit	mh-simple-partial	mhw-contextualized-partial	ml-frequency	ml-simple-partial
num_rel_ret           	2117679317	3	2	3	3	1	1
map                   	2117679317	0.6389	0.1082	0.6389	0.8056	0.0833	0.0222
ndcg_cut_01            	2117679317	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000
ndcg_cut_02            	2117679317	0.3869	0.0000	0.3869	0.6131	0.0000	0.0000
ndcg_cut_03            	2117679317	0.4683	0.0000	0.6013	0.7975	0.0000	0.0000
ndcg_cut_04            	2117679317	0.6973	0.0000	0.7157	0.9120	0.2290	0.0000
ndcg_cut_05            	2117679317	0.6973	0.0000	0.7157	0.9120	0.2290	0.0000
ndcg_cut_06            	2117679317	0.6973	0.0000	0.7157	0.9120	0.2290	0.0000
ndcg_cut_07            	2117679317	0.6973	0.1772	0.7157	0.9120	0.2290	0.0000
ndcg_cut_08            	2117679317	0.6973	0.1772	0.7157	0.9120	0.2290	0.0000
ndcg_cut_09            	2117679317	0.6973	0.1772	0.7157	0.9120	0.2290	0.0000
ndcg_cut_10           	2117679317	0.6973	0.1772	0.7157	0.9120	0.2290	0.0000
ndcg_cut_11           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.0000
ndcg_cut_12           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.0000
ndcg_cut_13           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.0000
ndcg_cut_14           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.0000
ndcg_cut_15           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.1329
ndcg_cut_16           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.1329
ndcg_cut_17           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.1329
ndcg_cut_18           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.1329
ndcg_cut_19           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.1329
ndcg_cut_20           	2117679317	0.6973	0.2514	0.7157	0.9120	0.2290	0.1329
set_P                 	2117679317	0.1500	0.1000	0.1500	0.1500	0.0500	0.0500
set_recall            	2117679317	1.0000	0.6667	1.0000	1.0000	0.3333	0.3333
set_F                 	2117679317	0.2609	0.1739	0.2609	0.2609	0.0870	0.0870
num_ret               	2122702641	20	20	20	20	20	20
num_rel               	2122702641	11	11	11	11	11	11
num_rel_ret           	2122702641	7	3	6	6	2	7
map                   	2122702641	0.4808	0.1515	0.4228	0.4758	0.1169	0.3713
ndcg_cut_01            	2122702641	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	2122702641	0.5000	0.3066	0.5000	0.5000	0.3066	0.3066
ndcg_cut_03            	2122702641	0.6994	0.2658	0.6994	0.6994	0.2658	0.2658
ndcg_cut_04            	2122702641	0.6275	0.3412	0.6275	0.6275	0.2385	0.3412
ndcg_cut_05            	2122702641	0.5745	0.3124	0.5745	0.6590	0.2184	0.4814
ndcg_cut_06            	2122702641	0.6052	0.2899	0.6052	0.6836	0.2026	0.4466
ndcg_cut_07            	2122702641	0.5669	0.2715	0.5669	0.6404	0.2531	0.4184
ndcg_cut_08            	2122702641	0.5349	0.2562	0.5349	0.6042	0.2388	0.4512
ndcg_cut_09            	2122702641	0.5587	0.2431	0.5587	0.5733	0.2265	0.4793
ndcg_cut_10           	2122702641	0.5794	0.2317	0.5325	0.5933	0.2159	0.4569
ndcg_cut_11           	2122702641	0.5543	0.2217	0.5095	0.5676	0.2066	0.4371
ndcg_cut_12           	2122702641	0.5543	0.2217	0.5095	0.5676	0.2066	0.4371
ndcg_cut_13           	2122702641	0.5543	0.2217	0.5095	0.5676	0.2066	0.4778
ndcg_cut_14           	2122702641	0.5543	0.2217	0.5492	0.5676	0.2066	0.4778
ndcg_cut_15           	2122702641	0.5931	0.2217	0.5492	0.5676	0.2066	0.5166
ndcg_cut_16           	2122702641	0.5931	0.2217	0.5492	0.5676	0.2066	0.5166
ndcg_cut_17           	2122702641	0.5931	0.2217	0.5492	0.5676	0.2066	0.5166
ndcg_cut_18           	2122702641	0.5931	0.2582	0.5492	0.5676	0.2066	0.5166
ndcg_cut_19           	2122702641	0.5931	0.2582	0.5492	0.5676	0.2066	0.5166
ndcg_cut_20           	2122702641	0.5931	0.2582	0.5492	0.5676	0.2066	0.5166
set_P                 	2122702641	0.3500	0.1500	0.3000	0.3000	0.1000	0.3500
set_recall            	2122702641	0.6364	0.2727	0.5455	0.5455	0.1818	0.6364
set_F                 	2122702641	0.4516	0.1935	0.3871	0.3871	0.1290	0.4516
num_ret               	2125380335	20	20	20	20	20	20
num_rel               	2125380335	10	10	10	10	10	10
num_rel_ret           	2125380335	4	2	4	2	3	2
map                   	2125380335	0.2633	0.1143	0.3044	0.2000	0.1162	0.1667
ndcg_cut_01            	2125380335	1.0000	0.5000	1.0000	0.5000	0.0000	1.0000
ndcg_cut_02            	2125380335	0.8066	0.3066	0.8066	0.6934	0.0000	0.6131
ndcg_cut_03            	2125380335	0.6994	0.2658	0.6994	0.6013	0.1329	0.6646
ndcg_cut_04            	2125380335	0.6275	0.2385	0.6275	0.5395	0.1193	0.5963
ndcg_cut_05            	2125380335	0.5745	0.2184	0.6590	0.4939	0.1937	0.5459
ndcg_cut_06            	2125380335	0.5331	0.2026	0.6114	0.4583	0.1797	0.5065
ndcg_cut_07            	2125380335	0.4993	0.1898	0.5728	0.4293	0.2948	0.4745
ndcg_cut_08            	2125380335	0.4711	0.1791	0.5404	0.4050	0.2782	0.4477
ndcg_cut_09            	2125380335	0.4470	0.1699	0.5639	0.3843	0.2640	0.4248
ndcg_cut_10           	2125380335	0.4729	0.1620	0.5375	0.3663	0.2516	0.4049
ndcg_cut_11           	2125380335	0.4729	0.1620	0.5375	0.3663	0.2516	0.4049
ndcg_cut_12           	2125380335	0.5167	0.1620	0.5375	0.3663	0.2516	0.4049
ndcg_cut_13           	2125380335	0.5167	0.1620	0.5375	0.3663	0.2516	0.4049
ndcg_cut_14           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
ndcg_cut_15           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
ndcg_cut_16           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
ndcg_cut_17           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
ndcg_cut_18           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
ndcg_cut_19           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
ndcg_cut_20           	2125380335	0.5167	0.2034	0.5375	0.3663	0.2516	0.4049
set_P                 	2125380335	0.2000	0.1000	0.2000	0.1000	0.1500	0.1000
set_recall            	2125380335	0.4000	0.2000	0.4000	0.2000	0.3000	0.2000
set_F                 	2125380335	0.2667	0.1333	0.2667	0.1333	0.2000	0.1333
num_ret               	2129711824	20	20	20	20	20	20
num_rel               	2129711824	3	3	3	3	3	3
num_rel_ret           	2129711824	3	3	3	3	2	2
map                   	2129711824	0.5292	0.8333	0.4952	0.4874	0.3000	0.5556
ndcg_cut_01            	2129711824	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2129711824	0.7602	1.0000	0.7602	0.7602	0.4796	0.7602
ndcg_cut_03            	2129711824	0.6388	0.8403	0.6388	0.6388	0.4030	0.7985
ndcg_cut_04            	2129711824	0.6388	0.8403	0.6388	0.6388	0.4030	0.7985
ndcg_cut_05            	2129711824	0.7623	0.8403	0.6388	0.6388	0.5266	0.7985
ndcg_cut_06            	2129711824	0.7623	0.9541	0.6388	0.6388	0.5266	0.7985
ndcg_cut_07            	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_08            	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_09            	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_10           	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_11           	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_12           	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_13           	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_14           	2129711824	0.7623	0.9541	0.7453	0.7453	0.5266	0.7985
ndcg_cut_15           	2129711824	0.7623	0.9541	0.8251	0.7453	0.5266	0.7985
ndcg_cut_16           	2129711824	0.8405	0.9541	0.8251	0.7453	0.5266	0.7985
ndcg_cut_17           	2129711824	0.8405	0.9541	0.8251	0.8218	0.5266	0.7985
ndcg_cut_18           	2129711824	0.8405	0.9541	0.8251	0.8218	0.5266	0.7985
ndcg_cut_19           	2129711824	0.8405	0.9541	0.8251	0.8218	0.5266	0.7985
ndcg_cut_20           	2129711824	0.8405	0.9541	0.8251	0.8218	0.5266	0.7985
set_P                 	2129711824	0.1500	0.1500	0.1500	0.1500	0.1000	0.1000
set_recall            	2129711824	1.0000	1.0000	1.0000	1.0000	0.6667	0.6667
set_F                 	2129711824	0.2609	0.2609	0.2609	0.2609	0.1739	0.1739
num_ret               	213755943	17	20	17	17	20	17
num_rel               	213755943	5	5	5	5	5	5
num_rel_ret           	213755943	5	2	5	5	4	5
map                   	213755943	0.6238	0.3333	0.5524	0.5714	0.4295	0.5524
ndcg_cut_01            	213755943	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	213755943	1.0000	0.6131	0.6131	0.6131	0.6131	0.6131
ndcg_cut_03            	213755943	0.7654	0.7039	0.7039	0.4693	0.7039	0.7039
ndcg_cut_04            	213755943	0.6367	0.5856	0.5856	0.5585	0.5856	0.5856
ndcg_cut_05            	213755943	0.5531	0.5087	0.5087	0.6164	0.5087	0.5087
ndcg_cut_06            	213755943	0.5531	0.5087	0.5087	0.6164	0.5087	0.5087
ndcg_cut_07            	213755943	0.6662	0.5087	0.6218	0.6164	0.5087	0.6218
ndcg_cut_08            	213755943	0.6662	0.5087	0.6218	0.6164	0.5087	0.6218
ndcg_cut_09            	213755943	0.6662	0.5087	0.6218	0.6164	0.5087	0.6218
ndcg_cut_10           	213755943	0.6662	0.5087	0.6218	0.7145	0.5087	0.6218
ndcg_cut_11           	213755943	0.6662	0.5087	0.6218	0.7145	0.5087	0.6218
ndcg_cut_12           	213755943	0.7579	0.5087	0.7134	0.7145	0.5087	0.7134
ndcg_cut_13           	213755943	0.7579	0.5087	0.7134	0.7145	0.5087	0.7134
ndcg_cut_14           	213755943	0.8447	0.5087	0.7134	0.8013	0.5956	0.7134
ndcg_cut_15           	213755943	0.8447	0.5087	0.7982	0.8013	0.6803	0.7982
ndcg_cut_16           	213755943	0.8447	0.5087	0.7982	0.8013	0.6803	0.7982
ndcg_cut_17           	213755943	0.8447	0.5087	0.7982	0.8013	0.6803	0.7982
ndcg_cut_18           	213755943	0.8447	0.5087	0.7982	0.8013	0.6803	0.7982
ndcg_cut_19           	213755943	0.8447	0.5087	0.7982	0.8013	0.6803	0.7982
ndcg_cut_20           	213755943	0.8447	0.5087	0.7982	0.8013	0.6803	0.7982
set_P                 	213755943	0.2941	0.1000	0.2941	0.2941	0.2000	0.2941
set_recall            	213755943	1.0000	0.4000	1.0000	1.0000	0.8000	1.0000
set_F                 	213755943	0.4545	0.1600	0.4545	0.4545	0.3200	0.4545
num_ret               	244307158	20	20	20	20	20	20
num_rel               	244307158	18	18	18	18	18	18
num_rel_ret           	244307158	7	5	8	8	3	5
map                   	244307158	0.2426	0.1627	0.2629	0.2776	0.0907	0.1880
ndcg_cut_01            	244307158	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000
ndcg_cut_02            	244307158	1.0000	0.3066	1.0000	0.6131	0.3066	1.0000
ndcg_cut_03            	244307158	0.7654	0.2346	0.7654	0.4693	0.2346	0.7654
ndcg_cut_04            	244307158	0.6367	0.2793	0.6367	0.5585	0.1952	0.6367
ndcg_cut_05            	244307158	0.5531	0.2426	0.6844	0.6164	0.1696	0.5531
ndcg_cut_06            	244307158	0.6013	0.2165	0.6106	0.6039	0.2052	0.4935
ndcg_cut_07            	244307158	0.5724	0.2541	0.5813	0.6709	0.1953	0.5178
ndcg_cut_08            	244307158	0.5910	0.3300	0.5560	0.6418	0.1869	0.5388
ndcg_cut_09            	244307158	0.5675	0.3168	0.5737	0.6162	0.1794	0.5173
ndcg_cut_10           	244307158	0.5466	0.3420	0.5526	0.5935	0.2096	0.4983
ndcg_cut_11           	244307158	0.5621	0.3303	0.5679	0.6075	0.2024	0.5155
ndcg_cut_12           	244307158	0.6084	0.3196	0.5496	0.5879	0.1959	0.4989
ndcg_cut_13           	244307158	0.5900	0.3099	0.5330	0.5701	0.1900	0.4838
ndcg_cut_14           	244307158	0.5730	0.3010	0.5177	0.5824	0.1845	0.4699
ndcg_cut_15           	244307158	0.5574	0.2928	0.5581	0.5665	0.1795	0.4571
ndcg_cut_16           	244307158	0.5429	0.2852	0.5436	0.5518	0.1748	0.4452
ndcg_cut_17           	244307158	0.5543	0.2781	0.5549	0.5629	0.1705	0.4341
ndcg_cut_18           	244307158	0.5411	0.2715	0.5417	0.5495	0.1664	0.4238
ndcg_cut_19           	244307158	0.5411	0.2715	0.5651	0.5495	0.1664	0.4238
ndcg_cut_20           	244307158	0.5411	0.2715	0.5651	0.5495	0.1664	0.4238
set_P                 	244307158	0.3500	0.2500	0.4000	0.4000	0.1500	0.2500
set_recall            	244307158	0.3889	0.2778	0.4444	0.4444	0.1667	0.2778
set_F                 	244307158	0.3684	0.2632	0.4211	0.4211	0.1579	0.2632
num_ret               	268043830	20	20	20	20	20	20
num_rel               	268043830	7	7	7	7	7	7
num_rel_ret           	268043830	6	3	6	6	3	5
map                   	268043830	0.7041	0.2268	0.7116	0.7762	0.2306	0.5786
ndcg_cut_01            	268043830	1.0000	0.5000	1.0000	1.0000	0.5000	0.5000
ndcg_cut_02            	268043830	0.8066	0.3066	0.8066	0.8066	0.3066	0.3066
ndcg_cut_03            	268043830	0.6994	0.2658	0.8323	0.9652	0.2658	0.5317
ndcg_cut_04            	268043830	0.7303	0.2385	0.7468	0.9688	0.2385	0.6825
ndcg_cut_05            	268043830	0.8375	0.3028	0.6837	0.8869	0.3028	0.7093
ndcg_cut_06            	268043830	0.8492	0.2810	0.7065	0.8951	0.2810	0.7303
ndcg_cut_07            	268043830	0.7955	0.2632	0.7884	0.8385	0.2632	0.6841
ndcg_cut_08            	268043830	0.7955	0.2632	0.7884	0.8385	0.2632	0.6841
ndcg_cut_09            	268043830	0.7955	0.2632	0.7884	0.8385	0.2632	0.6841
ndcg_cut_10           	268043830	0.7955	0.2632	0.8432	0.8933	0.2632	0.6841
ndcg_cut_11           	268043830	0.8485	0.2632	0.8432	0.8933	0.2632	0.6841
ndcg_cut_12           	268043830	0.8485	0.2632	0.8432	0.8933	0.2632	0.6841
ndcg_cut_13           	268043830	0.8485	0.2632	0.8432	0.8933	0.2632	0.6841
ndcg_cut_14           	268043830	0.8485	0.2632	0.8432	0.8933	0.3604	0.6841
ndcg_cut_15           	268043830	0.8485	0.2632	0.8432	0.8933	0.3604	0.6841
ndcg_cut_16           	268043830	0.8485	0.3561	0.8432	0.8933	0.3604	0.6841
ndcg_cut_17           	268043830	0.8485	0.3561	0.8432	0.8933	0.3604	0.6841
ndcg_cut_18           	268043830	0.8485	0.3561	0.8432	0.8933	0.3604	0.6841
ndcg_cut_19           	268043830	0.8485	0.3561	0.8432	0.8933	0.3604	0.6841
ndcg_cut_20           	268043830	0.8485	0.3561	0.8432	0.8933	0.3604	0.6841
set_P                 	268043830	0.3000	0.1500	0.3000	0.3000	0.1500	0.2500
set_recall            	268043830	0.8571	0.4286	0.8571	0.8571	0.4286	0.7143
set_F                 	268043830	0.4444	0.2222	0.4444	0.4444	0.2222	0.3704
num_ret               	618003832	20	20	20	20	20	20
num_rel               	618003832	10	10	10	10	10	10
num_rel_ret           	618003832	7	4	7	7	3	4
map                   	618003832	0.4704	0.1194	0.4404	0.4910	0.2600	0.3000
ndcg_cut_01            	618003832	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	618003832	1.0000	0.3869	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	618003832	0.7654	0.2961	0.7654	1.0000	0.7654	0.7654
ndcg_cut_04            	618003832	0.8048	0.2463	0.8048	0.8319	0.6367	0.8048
ndcg_cut_05            	618003832	0.6992	0.2140	0.6992	0.7227	0.6844	0.6992
ndcg_cut_06            	618003832	0.6594	0.2018	0.6594	0.7955	0.6454	0.6594
ndcg_cut_07            	618003832	0.7272	0.1916	0.6260	0.7552	0.6127	0.6260
ndcg_cut_08            	618003832	0.6940	0.1828	0.5974	0.7207	0.5847	0.5974
ndcg_cut_09            	618003832	0.6650	0.2588	0.5724	0.6906	0.5603	0.5724
ndcg_cut_10           	618003832	0.6393	0.2488	0.6275	0.6639	0.5386	0.5503
ndcg_cut_11           	618003832	0.6766	0.2488	0.6275	0.7012	0.5386	0.5503
ndcg_cut_12           	618003832	0.6766	0.2849	0.6636	0.7012	0.5386	0.5503
ndcg_cut_13           	618003832	0.7116	0.2849	0.6636	0.7012	0.5386	0.5503
ndcg_cut_14           	618003832	0.7116	0.2849	0.6636	0.7012	0.5386	0.5503
ndcg_cut_15           	618003832	0.7450	0.2849	0.6970	0.7345	0.5386	0.5503
ndcg_cut_16           	618003832	0.7450	0.2849	0.7296	0.7345	0.5386	0.5830
ndcg_cut_17           	618003832	0.7450	0.2849	0.7296	0.7345	0.5386	0.5830
ndcg_cut_18           	618003832	0.7450	0.3477	0.7296	0.7660	0.5386	0.5830
ndcg_cut_19           	618003832	0.7450	0.3477	0.7296	0.7660	0.5386	0.5830
ndcg_cut_20           	618003832	0.7450	0.3477	0.7296	0.7660	0.5386	0.5830
set_P                 	618003832	0.3500	0.2000	0.3500	0.3500	0.1500	0.2000
set_recall            	618003832	0.7000	0.4000	0.7000	0.7000	0.3000	0.4000
set_F                 	618003832	0.4667	0.2667	0.4667	0.4667	0.2000	0.2667
num_ret               	654605541	20	20	20	20	20	20
num_rel               	654605541	12	12	12	12	12	12
num_rel_ret           	654605541	8	6	7	8	4	4
map                   	654605541	0.4051	0.1992	0.4115	0.4367	0.1377	0.2454
ndcg_cut_01            	654605541	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	654605541	1.0000	0.1934	1.0000	1.0000	0.1934	1.0000
ndcg_cut_03            	654605541	0.7654	0.1480	0.7654	0.7654	0.1480	0.7654
ndcg_cut_04            	654605541	0.6951	0.1345	0.6951	0.6951	0.1345	0.6951
ndcg_cut_05            	654605541	0.7183	0.1242	0.7183	0.6422	0.1242	0.6422
ndcg_cut_06            	654605541	0.7368	0.1161	0.7368	0.6656	0.2471	0.6656
ndcg_cut_07            	654605541	0.6942	0.2249	0.7520	0.6849	0.2329	0.6272
ndcg_cut_08            	654605541	0.6582	0.3170	0.7130	0.7013	0.3245	0.5946
ndcg_cut_09            	654605541	0.6272	0.3020	0.6794	0.6682	0.4035	0.6609
ndcg_cut_10           	654605541	0.6000	0.3756	0.6500	0.6826	0.3860	0.6323
ndcg_cut_11           	654605541	0.5760	0.4006	0.6640	0.6552	0.3705	0.6069
ndcg_cut_12           	654605541	0.5544	0.3856	0.6392	0.6307	0.3567	0.5842
ndcg_cut_13           	654605541	0.5908	0.3856	0.6392	0.6307	0.3567	0.5842
ndcg_cut_14           	654605541	0.5908	0.3856	0.6392	0.7016	0.3567	0.5842
ndcg_cut_15           	654605541	0.6600	0.3856	0.6392	0.7016	0.3567	0.5842
ndcg_cut_16           	654605541	0.6600	0.4195	0.6392	0.7016	0.3567	0.5842
ndcg_cut_17           	654605541	0.6600	0.4195	0.7056	0.7016	0.3567	0.5842
ndcg_cut_18           	654605541	0.6926	0.4195	0.7056	0.7341	0.3567	0.5842
ndcg_cut_19           	654605541	0.7246	0.4195	0.7056	0.7341	0.3567	0.5842
ndcg_cut_20           	654605541	0.7246	0.4195	0.7056	0.7341	0.3567	0.5842
set_P                 	654605541	0.4000	0.3000	0.3500	0.4000	0.2000	0.2000
set_recall            	654605541	0.6667	0.5000	0.5833	0.6667	0.3333	0.3333
set_F                 	654605541	0.5000	0.3750	0.4375	0.5000	0.2500	0.2500
num_ret               	702159889	20	20	20	20	20	20
num_rel               	702159889	5	5	5	5	5	5
num_rel_ret           	702159889	5	2	5	5	0	3
map                   	702159889	0.7893	0.0360	0.8711	0.8850	0.0000	0.1382
ndcg_cut_01            	702159889	0.5000	0.0000	0.5000	0.5000	0.0000	0.0000
ndcg_cut_02            	702159889	0.5000	0.0000	0.5000	0.5000	0.0000	0.0000
ndcg_cut_03            	702159889	0.4335	0.0000	0.6994	0.6994	0.0000	0.0000
ndcg_cut_04            	702159889	0.5945	0.0000	0.6275	0.6275	0.0000	0.0000
ndcg_cut_05            	702159889	0.5442	0.0000	0.7435	0.7435	0.0000	0.1690
ndcg_cut_06            	702159889	0.5442	0.0000	0.7435	0.7435	0.0000	0.3245
ndcg_cut_07            	702159889	0.6898	0.0000	0.7435	0.7435	0.0000	0.3245
ndcg_cut_08            	702159889	0.7587	0.0000	0.7435	0.8124	0.0000	0.3245
ndcg_cut_09            	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_10           	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_11           	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_12           	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_13           	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_14           	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_15           	702159889	0.7587	0.0000	0.8092	0.8124	0.0000	0.3245
ndcg_cut_16           	702159889	0.7587	0.0534	0.8092	0.8124	0.0000	0.3245
ndcg_cut_17           	702159889	0.7587	0.1058	0.8092	0.8124	0.0000	0.3245
ndcg_cut_18           	702159889	0.7587	0.1058	0.8092	0.8124	0.0000	0.3245
ndcg_cut_19           	702159889	0.7587	0.1058	0.8092	0.8124	0.0000	0.3750
ndcg_cut_20           	702159889	0.7587	0.1058	0.8092	0.8124	0.0000	0.3750
set_P                 	702159889	0.2500	0.1000	0.2500	0.2500	0.0000	0.1500
set_recall            	702159889	1.0000	0.4000	1.0000	1.0000	0.0000	0.6000
set_F                 	702159889	0.4000	0.1600	0.4000	0.4000	0.0000	0.2400
num_ret               	704436051	4	20	4	4	20	4
num_rel               	704436051	1	1	1	1	1	1
num_rel_ret           	704436051	1	1	1	1	0	1
map                   	704436051	1.0000	0.0526	1.0000	1.0000	0.0000	1.0000
ndcg_cut_01            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_03            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_04            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_05            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_06            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_07            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_08            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_09            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_10           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_11           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_12           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_13           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_14           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_15           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_16           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_17           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_18           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_19           	704436051	1.0000	0.2314	1.0000	1.0000	0.0000	1.0000
ndcg_cut_20           	704436051	1.0000	0.2314	1.0000	1.0000	0.0000	1.0000
set_P                 	704436051	0.2500	0.0500	0.2500	0.2500	0.0000	0.2500
set_recall            	704436051	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
set_F                 	704436051	0.4000	0.0952	0.4000	0.4000	0.0000	0.4000
num_ret               	748406375	20	20	20	20	20	20
num_rel               	748406375	21	21	21	21	21	21
num_rel_ret           	748406375	8	7	10	10	3	4
map                   	748406375	0.2996	0.2018	0.3971	0.4293	0.1156	0.1463
ndcg_cut_01            	748406375	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	748406375	1.0000	0.6131	0.8066	1.0000	1.0000	1.0000
ndcg_cut_03            	748406375	1.0000	0.7975	0.9652	1.0000	0.8671	0.8671
ndcg_cut_04            	748406375	1.0000	0.8183	0.9688	1.0000	0.7780	0.7780
ndcg_cut_05            	748406375	0.9155	0.7492	0.9714	1.0000	0.7123	0.7123
ndcg_cut_06            	748406375	0.9216	0.6951	0.9013	1.0000	0.6609	0.7331
ndcg_cut_07            	748406375	0.8633	0.7144	0.9075	1.0000	0.6823	0.7499
ndcg_cut_08            	748406375	0.8145	0.6740	0.8563	0.9435	0.6438	0.7076
ndcg_cut_09            	748406375	0.7729	0.6395	0.8125	0.9464	0.6109	0.6714
ndcg_cut_10           	748406375	0.7835	0.6564	0.7744	0.9021	0.5823	0.6400
ndcg_cut_11           	748406375	0.7496	0.6280	0.7842	0.8631	0.5571	0.6123
ndcg_cut_12           	748406375	0.7195	0.6028	0.7527	0.8284	0.5347	0.5877
ndcg_cut_13           	748406375	0.6925	0.5801	0.7620	0.7973	0.5146	0.5656
ndcg_cut_14           	748406375	0.6680	0.5596	0.7704	0.7691	0.4964	0.5456
ndcg_cut_15           	748406375	0.6457	0.5743	0.7447	0.7768	0.4799	0.5274
ndcg_cut_16           	748406375	0.6569	0.5562	0.7211	0.7522	0.4647	0.5107
ndcg_cut_17           	748406375	0.6372	0.5395	0.7295	0.7296	0.4507	0.4954
ndcg_cut_18           	748406375	0.6189	0.5240	0.7086	0.7087	0.4378	0.4812
ndcg_cut_19           	748406375	0.6293	0.5096	0.6892	0.7167	0.4258	0.4680
ndcg_cut_20           	748406375	0.6128	0.5225	0.6711	0.6979	0.4146	0.4557
set_P                 	748406375	0.4000	0.3500	0.5000	0.5000	0.1500	0.2000
set_recall            	748406375	0.3810	0.3333	0.4762	0.4762	0.1429	0.1905
set_F                 	748406375	0.3902	0.3415	0.4878	0.4878	0.1463	0.1951
num_ret               	753388668	20	20	20	20	20	20
num_rel               	753388668	16	16	16	16	16	16
num_rel_ret           	753388668	3	2	3	3	2	2
map                   	753388668	0.0792	0.0691	0.0803	0.0831	0.0703	0.0714
ndcg_cut_01            	753388668	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	753388668	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131
ndcg_cut_03            	753388668	0.4693	0.4693	0.4693	0.4693	0.4693	0.4693
ndcg_cut_04            	753388668	0.3904	0.3904	0.3904	0.3904	0.3904	0.3904
ndcg_cut_05            	753388668	0.3392	0.3392	0.3392	0.3392	0.3392	0.3392
